,Incident Day of Week,Incident Category,Intersection,Latitude,Longitude,probability,rate,overnight,openSpaces,numberOfCameras
2034,Tuesday,Recovered Vehicle,GUERRERO ST \ BROSNAN ST,37.76862931,-122.4244242,86,0,1,8,9
2035,Sunday,Motor Vehicle Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,38,0,1,1,-1
2036,Saturday,Recovered Vehicle,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,92,0,1,7,-1
2037,Wednesday,Fraud,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,93,0,1,16,-1
2038,Monday,Motor Vehicle Theft,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,94,0,1,9,15
2039,Wednesday,Other Miscellaneous,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,,inf,0,0,10
2040,Thursday,Larceny Theft,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,85,0,1,16,-1
2041,Sunday,Other Miscellaneous,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,,inf,0,0,11
2042,Sunday,Fraud,HILL ST \ GUERRERO ST,37.75597097,-122.4232145,50,0,1,1,-1
2043,Saturday,Assault,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,89,0,1,12,-1
2044,Thursday,Drug Offense,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,83,0,1,5,-1
2045,Friday,Fraud,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,40,0,1,1,-1
2046,Sunday,Motor Vehicle Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,71,0,1,6,12
2047,Sunday,Other Miscellaneous,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,89,0,1,21,11
2048,Wednesday,Other Miscellaneous,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,89,0,1,12,-1
2049,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,76,0,1,6,-1
2050,Friday,Fraud,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,81,0,1,11,9
2051,Sunday,Suspicious Occ,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,83,0,1,11,-1
2052,Saturday,Motor Vehicle Theft,22ND ST \ GUERRERO ST,37.75516979,-122.423181,83,0,1,5,-1
2053,Monday,Burglary,GUERRERO ST \ ALVARADO ST,37.7543752,-122.4230621,40,0,1,1,-1
2054,Thursday,Motor Vehicle Theft,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,79,0,1,10,-1
2055,Sunday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,36,0,1,1,-1
2056,Sunday,Motor Vehicle Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,78,0,1,4,-1
2057,Sunday,Warrant,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,89,0,1,6,-1
2058,Tuesday,Larceny Theft,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,38,0,1,1,-1
2059,Thursday,Larceny Theft,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,83,0,1,12,-1
2060,Tuesday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,86,0,1,8,-1
2061,Monday,Drug Offense,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,94,0,1,9,12
2062,Saturday,Other Miscellaneous,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,93,0,1,16,11
2063,Friday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,92,0,1,7,-1
2064,Wednesday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,60,0,1,3,-1
2065,Tuesday,Traffic Violation Arrest,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,33,0,1,4,-1
2066,Tuesday,Larceny Theft,HILL ST \ GUERRERO ST,37.75597097,-122.4232145,58,0,1,4,12
2067,Wednesday,Larceny Theft,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,45,0,1,4,-1
2068,Sunday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,65,0,1,5,-1
2069,Monday,Miscellaneous Investigation,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,33,0,1,3,-1
2070,Friday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,41,0,1,2,-1
2071,Monday,Suspicious Occ,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,68,0,1,3,-1
2072,Saturday,Burglary,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,40,0,1,2,15
2073,Thursday,Other Miscellaneous,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,39,0,1,3,10
2074,Monday,Offences Against The Family And Children,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,81,0,1,4,-1
2075,Sunday,Non-Criminal,GUERRERO ST \ DUNCAN ST,37.74637652,-122.4223107,45,0,1,2,12
2076,Sunday,Larceny Theft,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,22,0,1,2,12
2077,Sunday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,42,0,1,3,-1
2078,Saturday,Other Miscellaneous,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,76,0,1,6,-1
2079,Sunday,Larceny Theft,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,32,0,1,1,12
2080,Monday,Burglary,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,76,0,1,6,-1
2081,Saturday,Suicide,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,26,0,1,1,-1
2082,Tuesday,Burglary,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,66,0,1,6,11
2083,Friday,Non-Criminal,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,32,0,1,1,-1
2084,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,73,0,1,8,9
2085,Friday,Other Miscellaneous,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,36,0,1,5,13
2086,Wednesday,Malicious Mischief,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,47,0,1,2,-1
2087,Thursday,Larceny Theft,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,42,0,1,3,-1
2088,Wednesday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,46,0,1,4,11
2089,Monday,Burglary,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,78,0,1,3,-1
2090,Saturday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,52,0,1,6,12
2091,Thursday,Non-Criminal,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,85,0,1,12,-1
2092,Saturday,Burglary,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,63,0,1,12,12
2093,Sunday,Burglary,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,81,0,1,6,-1
2094,Tuesday,Robbery,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,80,0,1,5,14
2095,Sunday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,56,0,1,4,-1
2096,Wednesday,Motor Vehicle Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,8,0,1,1,-1
2097,Tuesday,Other Miscellaneous,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,56,0,1,4,15
2098,Friday,Recovered Vehicle,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,85,0,1,4,-1
2099,Wednesday,Burglary,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,85,0,1,5,-1
2100,Thursday,Offences Against The Family And Children,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,30,0,1,5,-1
2101,Friday,Larceny Theft,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,59,0,1,18,-1
2102,Sunday,Lost Property,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,41,0,1,4,-1
2103,Friday,Traffic Collision,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,85,0,1,20,-1
2104,Thursday,Fraud,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,90,0,1,8,15
2105,Monday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,45,0,1,4,-1
2106,Monday,Motor Vehicle Theft,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,58,0,1,4,15
2107,Tuesday,Robbery,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,33,0,1,4,-1
2108,Friday,Malicious Mischief,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,60,0,1,3,10
2109,Sunday,Motor Vehicle Theft,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,65,0,1,5,12
2110,Thursday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,33,0,1,3,-1
2111,Saturday,Malicious Mischief,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,41,0,1,2,-1
2112,Sunday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,68,0,1,3,-1
2113,Monday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,45,0,1,2,-1
2114,Saturday,Missing Person,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,66,0,1,6,-1
2115,Friday,Burglary,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,32,0,1,1,10
2116,Friday,Non-Criminal,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,36,0,1,5,-1
2117,Thursday,Larceny Theft,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,81,0,1,11,-1
2118,Sunday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,83,0,1,11,-1
2119,Tuesday,Disorderly Conduct,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,76,0,1,6,-1
2120,Sunday,Recovered Vehicle,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,89,0,1,12,-1
2121,Sunday,Motor Vehicle Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,86,0,1,8,11
2122,Friday,Other Miscellaneous,CLINTON PARK \ GUERRERO ST,37.76914818,-122.424475,38,0,1,1,-1
2123,Sunday,Drug Offense,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,92,0,1,7,-1
2124,Wednesday,Other Miscellaneous,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,93,0,1,16,-1
2125,Friday,Recovered Vehicle,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,94,0,1,9,-1
2126,Saturday,Malicious Mischief,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,,inf,0,0,11
2127,Tuesday,Larceny Theft,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,85,0,1,16,11
2128,Sunday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,,inf,0,0,9
2129,Friday,Motor Vehicle Theft,GUERRERO ST \ DUNCAN ST,37.74637652,-122.4223107,50,0,1,1,12
2130,Sunday,Burglary,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,89,0,1,12,-1
2131,Thursday,Larceny Theft,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,83,0,1,5,-1
2132,Sunday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,40,0,1,1,12
2133,Wednesday,Arson,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,71,0,1,6,8
2134,Thursday,Burglary,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,89,0,1,21,-1
2135,Thursday,Non-Criminal,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,45,0,1,4,11
2136,Tuesday,Missing Person,GUERRERO ST \ BROSNAN ST,37.76862931,-122.4244242,58,0,1,4,9
2137,Friday,Larceny Theft,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,33,0,1,3,-1
2138,Sunday,Other Miscellaneous,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,65,0,1,5,-1
2139,Wednesday,Larceny Theft,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,60,0,1,3,-1
2140,Tuesday,Lost Property,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,33,0,1,4,8
2141,Thursday,Lost Property,GUERRERO ST \ CLINTON PARK,37.76913366,-122.4245708,45,0,1,2,-1
2142,Saturday,Burglary,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,85,0,1,20,11
2143,Monday,Motor Vehicle Theft,GUERRERO ST \ BROSNAN ST,37.76862931,-122.4244242,90,0,1,8,-1
2144,Sunday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,94,0,1,12,12
2145,Friday,Larceny Theft,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,83,0,1,6,13
2146,Monday,Weapons Offense,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,87,0,1,12,12
2147,Wednesday,Traffic Violation Arrest,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,92,0,1,10,15
2148,Sunday,Burglary,LIBERTY ST \ GUERRERO ST,37.75756491,-122.4234525,82,0,1,4,12
2149,Monday,Larceny Theft,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,82,0,1,4,-1
2150,Monday,Motor Vehicle Theft,GUERRERO ST \ ALVARADO ST,37.7543752,-122.4230621,81,0,1,4,12
2151,Saturday,Larceny Theft,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,86,0,1,6,13
2152,Monday,Fire Report,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,46,0,1,4,-1
2153,Sunday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,78,0,1,3,10
2154,Friday,Motor Vehicle Theft,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,83,0,1,5,-1
2155,Wednesday,Other Miscellaneous,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,40,0,1,1,13
2156,Sunday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,78,0,1,6,10
2157,Monday,Larceny Theft,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,83,0,1,9,13
2158,Monday,Motor Vehicle Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,46,0,1,4,-1
2159,Saturday,Non-Criminal,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,78,0,1,3,-1
2160,Friday,Miscellaneous Investigation,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,52,0,1,6,13
2161,Wednesday,Burglary,22ND ST \ GUERRERO ST,37.75516979,-122.423181,85,0,1,12,-1
2162,Monday,Non-Criminal,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,63,0,1,12,9
2163,Friday,Larceny Theft,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,81,0,1,6,12
2164,Wednesday,Larceny Theft,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,80,0,1,5,-1
2165,Thursday,Recovered Vehicle,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,56,0,1,4,-1
2166,Saturday,Other Miscellaneous,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,8,0,1,1,-1
2167,Saturday,Larceny Theft,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,56,0,1,4,-1
2168,Thursday,Recovered Vehicle,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,85,0,1,4,-1
2169,Monday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,85,0,1,5,-1
2170,Sunday,Larceny Theft,GUERRERO ST \ BROSNAN ST,37.76862931,-122.4244242,30,0,1,5,9
2171,Monday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,59,0,1,18,12
2172,Sunday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,41,0,1,4,11
2173,Monday,Other Miscellaneous,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,85,0,1,20,11
2174,Saturday,Malicious Mischief,GUERRERO ST \ BROSNAN ST,37.76862931,-122.4244242,90,0,1,8,-1
2175,Sunday,Larceny Theft,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,45,0,1,4,-1
2176,Sunday,Motor Vehicle Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,58,0,1,4,-1
2177,Sunday,Larceny Theft,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,33,0,1,3,12
2178,Monday,Burglary,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,65,0,1,5,12
2179,Tuesday,Fraud,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,60,0,1,3,9
2180,Monday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,33,0,1,4,-1
2181,Friday,Warrant,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,45,0,1,2,-1
2182,Thursday,Larceny Theft,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,60,0,1,3,-1
2183,Monday,Other Miscellaneous,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,33,0,1,4,15
2184,Saturday,Larceny Theft,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,58,0,1,4,-1
2185,Monday,Malicious Mischief,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,45,0,1,4,10
2186,Wednesday,Larceny Theft,23RD ST \ GUERRERO ST,37.75356918,-122.4230285,65,0,1,5,14
2187,Saturday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,33,0,1,3,-1
2188,Tuesday,Malicious Mischief,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,41,0,1,2,10
2189,Monday,Disorderly Conduct,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,68,0,1,3,-1
2190,Tuesday,Other Offenses,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,40,0,1,2,15
2191,Saturday,Malicious Mischief,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,39,0,1,3,-1
2192,Tuesday,Non-Criminal,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,81,0,1,4,11
2193,Sunday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,45,0,1,2,9
2194,Tuesday,Larceny Theft,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,22,0,1,2,-1
2195,Saturday,Malicious Mischief,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,42,0,1,3,-1
2196,Monday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,76,0,1,6,9
2197,Sunday,Burglary,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,32,0,1,1,-1
2198,Wednesday,Recovered Vehicle,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,76,0,1,6,11
2199,Thursday,Lost Property,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,26,0,1,1,-1
2200,Monday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,66,0,1,6,12
2201,Sunday,Warrant,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,32,0,1,1,-1
2202,Friday,Non-Criminal,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,73,0,1,8,-1
2203,Wednesday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,36,0,1,5,-1
2204,Sunday,Non-Criminal,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,47,0,1,2,13
2205,Tuesday,Malicious Mischief,GUERRERO ST \ DORLAND ST,37.76234101,-122.4239266,42,0,1,3,-1
2206,Friday,Recovered Vehicle,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,59,0,1,18,11
2207,Sunday,Disorderly Conduct,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,41,0,1,4,14
2208,Sunday,Burglary,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,42,0,1,5,-1
2209,Friday,Non-Criminal,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,67,0,1,9,-1
2210,Sunday,Other Miscellaneous,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,27,0,1,1,-1
2211,Friday,Other Miscellaneous,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,70,0,1,14,12
2212,Tuesday,Warrant,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,,0,1,0,10
2213,Monday,Larceny Theft,27TH ST \ GUERRERO ST,37.74717191,-122.4223835,36,0,1,6,-1
2214,Thursday,Sex Offense,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,61,0,1,4,12
2215,Monday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,36,0,1,12,-1
2216,Friday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,78,0,1,4,-1
2217,Thursday,Non-Criminal,GUERRERO ST \ DUNCAN ST,37.74637652,-122.4223107,29,0,1,3,-1
2218,Thursday,Larceny Theft,SAN JOSE AVE \ 28TH ST \ GUERRERO ST,37.74557881,-122.4222183,87,0,1,7,-1
2219,Thursday,Lost Property,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,56,0,1,5,-1
2220,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,81,0,1,4,9
2221,Tuesday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,39,0,1,3,9
2222,Sunday,Larceny Theft,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,46,0,1,4,-1
2223,Sunday,Assault,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,78,0,1,3,-1
2224,Sunday,Burglary,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,59,0,1,18,-1
2225,Sunday,Malicious Mischief,22ND ST \ GUERRERO ST,37.75516979,-122.423181,41,0,1,4,-1
2226,Tuesday,Traffic Violation Arrest,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,42,0,1,5,-1
2227,Sunday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,67,0,1,9,10
2228,Thursday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,27,0,1,1,-1
2229,Monday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,70,0,1,14,9
2230,Saturday,Burglary,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,,0,1,0,-1
2231,Sunday,Weapons Offense,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,36,0,1,6,-1
2232,Thursday,Other Miscellaneous,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,61,0,1,4,-1
2233,Sunday,Suspicious Occ,LIBERTY ST \ GUERRERO ST,37.75756491,-122.4234525,36,0,1,12,-1
2234,Friday,Missing Person,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,78,0,1,4,-1
2235,Tuesday,Burglary,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,29,0,1,3,-1
2236,Wednesday,Larceny Theft,GUERRERO ST \ CAMP ST,37.763966,-122.4239816,87,0,1,7,11
2237,Tuesday,Recovered Vehicle,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,56,0,1,5,-1
2238,Thursday,Suspicious Occ,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,81,0,1,4,10
2239,Thursday,Malicious Mischief,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,39,0,1,3,9
2240,Saturday,Malicious Mischief,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,46,0,1,4,-1
2241,Friday,Burglary,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,78,0,1,3,-1
2242,Wednesday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,59,0,1,18,-1
2243,Saturday,Recovered Vehicle,GUERRERO ST \ CESAR CHAVEZ ST,37.74801345,-122.4224874,41,0,1,4,13
2244,Thursday,Larceny Theft,LIBERTY ST \ GUERRERO ST,37.75757006,-122.4233673,42,0,1,5,-1
2245,Thursday,Motor Vehicle Theft,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,67,0,1,9,-1
2246,Saturday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,27,0,1,1,-1
2247,Monday,Larceny Theft,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,70,0,1,14,12
2248,Saturday,Malicious Mischief,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,,0,1,0,11
2249,Wednesday,Drug Offense,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,36,0,1,6,-1
2250,Saturday,Assault,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,61,0,1,4,11
2251,Friday,Other Miscellaneous,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,36,0,1,12,11
2252,Tuesday,Larceny Theft,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,78,0,1,4,-1
2253,Wednesday,Recovered Vehicle,15TH ST \ GUERRERO ST,37.76640577,-122.4242581,29,0,1,3,-1
2254,Friday,Malicious Mischief,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,87,0,1,7,-1
2255,Sunday,Malicious Mischief,GUERRERO ST \ CUMBERLAND ST,37.75916423,-122.4236129,56,0,1,5,12
2256,Tuesday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,81,0,1,4,11
2257,Monday,Malicious Mischief,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,39,0,1,3,-1
2258,Thursday,Motor Vehicle Theft,21ST ST \ GUERRERO ST,37.75676878,-122.4233306,46,0,1,4,-1
2259,Monday,Larceny Theft,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,78,0,1,3,-1
2260,Monday,Larceny Theft,GUERRERO ST \ DUBOCE AVE,37.7697347,-122.4245811,46,0,1,4,-1
2261,Monday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,78,0,1,3,11
2262,Tuesday,Other Miscellaneous,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,52,0,1,6,-1
2263,Monday,Other,ELIZABETH ST \ GUERRERO ST,37.75277762,-122.4229096,85,0,1,12,-1
2264,Wednesday,Missing Person,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,63,0,1,12,11
2265,Saturday,Larceny Theft,17TH ST \ GUERRERO ST,37.76316782,-122.4239592,81,0,1,6,-1
2266,Friday,Larceny Theft,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,80,0,1,5,-1
2267,Wednesday,Traffic Violation Arrest,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,56,0,1,4,-1
2268,Sunday,Burglary,18TH ST \ GUERRERO ST,37.76156567,-122.4238007,8,0,1,1,-1
2269,Friday,Suspicious Occ,GUERRERO ST \ LAGUNA ST \ MARKET ST,37.77074774,-122.4248526,56,0,1,4,-1
2270,Friday,Lost Property,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,85,0,1,4,15
2271,Friday,Larceny Theft,GUERRERO ST \ 14TH ST,37.76800642,-122.4244117,85,0,1,5,9
2272,Tuesday,Traffic Violation Arrest,20TH ST \ GUERRERO ST,37.75836455,-122.4234885,30,0,1,5,-1
2273,Wednesday,Burglary,25TH ST \ GUERRERO ST,37.75037224,-122.4227256,59,0,1,18,-1
2274,Wednesday,Lost Property,16TH ST \ GUERRERO ST,37.76478345,-122.4241027,41,0,1,4,10
2275,Friday,Assault,24TH ST \ GUERRERO ST,37.75197162,-122.4228788,85,0,1,20,15
2276,Tuesday,Burglary,26TH ST \ GUERRERO ST,37.7487729,-122.4225711,90,0,1,8,14
2277,Thursday,Larceny Theft,19TH ST \ GUERRERO ST,37.75996738,-122.4236413,60,0,1,3,-1
